kh,n_mediators,mean_t
0.017575106248547922,3,739.0872717477396
0.021209508879201904,3,612.4393262426508
0.025595479226995357,3,507.4934215029649
0.030888435964774818,3,420.53075599972783
0.0372759372031494,3,348.4697717222912
0.04498432668969444,3,288.7569578959984
0.054286754393238594,3,239.2763662720234
0.0655128556859551,3,198.27463162624255
0.07906043210907697,3,164.2988405375108
0.09540954763499938,3,136.14504679981255
0.1151395399326447,3,112.81560909062746
0.13894954943731375,3,93.48383913814766
0.16768329368110074,3,77.46470768053598
0.20235896477251566,3,64.1905701707769
0.2442053094548651,3,53.19105205743574
0.29470517025518095,3,44.076380867931434
0.35564803062231287,3,36.52357445980186
0.42919342601287763,3,30.264996014934752
0.517947467923121,3,25.07887021825151
0.6250551925273969,3,20.781424557714697
0.7543120063354615,3,17.220377269375135
0.9102981779915218,3,14.269541170098789
1.0985411419875584,3,11.824352162554737
1.325711365590108,3,9.798163963189648
1.5998587196060574,3,8.119177755342312
1.9306977288832496,3,6.727897968486925
2.329951810515372,3,5.575024028090403
2.811768697974228,3,4.619703369368327
3.3932217718953264,3,3.8280838097594985
4.094915062380423,3,3.172113982839234
4.941713361323833,3,2.628549326551019
5.963623316594643,3,2.1781284025385497
7.196856730011514,3,1.8048903591130894
8.68511373751352,3,1.4956093518741573
10.481131341546853,3,1.2393258804443987
12.648552168552959,3,1.0269584340420193
15.264179671752318,3,0.8509816843910843
18.420699693267146,3,0.7051598226023779
22.229964825261934,3,0.5843255907069516
26.826957952797247,3,0.48419717773335974
32.374575428176435,3,0.4012264919653835
39.06939937054613,3,0.33247343284495345
47.1486636345739,3,0.2755017072931579
56.89866029018293,3,0.22829249865760196
68.66488450042998,3,0.18917292910955957
82.86427728546842,3,0.15675678052638806
100.0,3,0.12989537327915934
0.01,4,2099.0554643350793
0.012067926406393288,4,1739.367140342397
0.014563484775012436,4,1441.3140101856475
0.017575106248547922,4,1194.334437954539
0.021209508879201904,4,989.6766003824907
0.025595479226995357,4,820.0883623703445
0.030888435964774818,4,679.5602945804193
0.0372759372031494,4,563.112726823065
0.04498432668969444,4,466.6192913844272
0.054286754393238594,4,386.6607034802796
0.0655128556859551,4,320.4035974858417
0.07906043210907697,4,265.50012545328417
0.09540954763499938,4,220.00476014887593
0.1151395399326447,4,182.30535449099438
0.13894954943731375,4,151.06601445167374
0.16768329368110074,4,125.1797610993408
0.20235896477251566,4,103.72930434264468
0.2442053094548651,4,85.95453837677654
0.29470517025518095,4,71.22560701997651
0.35564803062231287,4,59.020584499291395
0.42919342601287763,4,48.90698079499705
0.517947467923121,4,40.52641617791715
0.6250551925273969,4,33.58192187553221
0.7543120063354615,4,27.827416860730395
0.9102981779915218,4,23.05898786885882
1.0985411419875584,4,19.107663646873704
1.325711365590108,4,15.83342738712009
1.5998587196060574,4,13.120255173856489
1.9306977288832496,4,10.87200462782546
2.329951810515372,4,9.009008061290247
2.811768697974228,4,7.465249420577763
3.3932217718953264,4,6.186024979919381
4.094915062380423,4,5.126004892308739
4.941713361323833,4,4.247626907629391
5.963623316594643,4,3.5197653387901857
7.196856730011514,4,2.9166281101329092
8.68511373751352,4,2.416842804566452
10.481131341546853,4,2.0026993231298365
12.648552168552959,4,1.6595223203125065
15.264179671752318,4,1.3751511771179963
18.420699693267146,4,1.1395090845014393
22.229964825261934,4,0.9442459674743755
26.826957952797247,4,0.7824425967448204
32.374575428176435,4,0.6483654029662476
39.06939937054613,4,0.5372633053369967
47.1486636345739,4,0.44519935508752184
56.89866029018293,4,0.36891122807284127
68.66488450042998,4,0.3056956229675061
82.86427728546842,4,0.2533124686653343
100.0,4,0.2099055464335079
0.01,5,3099.0436320514236
0.012067926406393288,5,2568.0001084607443
0.014563484775012436,5,2127.954730566042
0.017575106248547922,5,1763.3143084454869
0.021209508879201904,5,1461.1576579646094
0.025595479226995357,5,1210.77773327365
0.030888435964774818,5,1003.3022182105868
0.0372759372031494,5,831.3791321092765
0.04498432668969444,5,688.9163093245521
0.054286754393238594,5,570.8655208235123
0.0655128556859551,5,473.0435881023286
0.07906043210907697,5,391.984150526243
0.09540954763499938,5,324.81483340715386
0.1151395399326447,5,269.15546421883647
0.13894954943731375,5,223.0337301992864
0.16768329368110074,5,184.81528863246032
0.20235896477251566,5,153.14585323834066
0.2442053094548651,5,126.90320447861518
0.29470517025518095,5,105.15742324330472
0.35564803062231287,5,87.13793878258562
0.42919342601287763,5,72.20622321364353
0.517947467923121,5,59.83316502111785
0.6250551925273969,5,49.580319771771016
0.7543120063354615,5,41.08437365470226
0.9102981779915218,5,34.04426930623041
1.0985411419875584,5,28.210537717726396
1.325711365590108,5,23.376458198138483
1.5998587196060574,5,19.37073314082708
1.9306977288832496,5,16.051418022043084
2.329951810515372,5,13.30089153803543
2.811768697974228,5,11.021687645517096
3.3932217718953264,5,9.133041812119501
4.094915062380423,5,7.568029091792474
4.941713361323833,5,6.271192611667835
5.963623316594643,5,5.196578434838243
7.196856730011514,5,4.306107163601221
8.68511373751352,5,3.568224580255936
10.481131341546853,5,2.95678351035152
12.648552168552959,5,2.4501172867486907
15.264179671752318,5,2.0302719823106328
18.420699693267146,5,1.6823702050710592
22.229964825261934,5,1.3940839116981862
26.826957952797247,5,1.1551975581816896
32.374575428176435,5,0.9572461078066358
39.06939937054613,5,0.7932150690772454
47.1486636345739,5,0.6572919343102887
56.89866029018293,5,0.5446602110218964
68.66488450042998,5,0.45132874752480184
82.86427728546842,5,0.3739903048179835
100.0,5,0.30990436320514236
0.01,6,4298.981197287702
0.012067926406393288,6,3562.3196997706327
0.014563484775012436,6,2951.8904738128044
0.017575106248547922,6,2446.0627073835694
0.021209508879201904,6,2026.9121844227586
0.025595479226995357,6,1679.58613283302
0.030888435964774818,6,1391.7769103590294
0.0372759372031494,6,1153.2858781950317
0.04498432668969444,6,955.6620080016816
0.054286754393238594,6,791.9024162223889
0.0655128556859551,6,656.2042140088445
0.07906043210907697,6,543.758879455218
0.09540954763499938,6,450.5818656361277
0.1151395399326447,6,373.3714065387578
0.13894954943731375,6,309.39151761892987
0.16768329368110074,6,256.3750450574691
0.20235896477251566,6,212.4433282271658
0.2442053094548651,6,176.03962857663646
0.29470517025518095,6,145.87396595605284
0.35564803062231287,6,120.87740763713342
0.42919342601287763,6,100.16419023992027
0.517947467923121,6,83.00033234115165
0.6250551925273969,6,68.77762553903226
0.7543120063354615,6,56.99208233702483
0.9102981779915218,6,47.22607713851473
1.0985411419875584,6,39.13354751110806
1.325711365590108,6,32.42773132124515
1.5998587196060574,6,26.87100519942327
1.9306977288832496,6,22.26646425784274
2.329951810515372,6,18.450944684288526
2.811768697974228,6,15.289241964977254
3.3932217718953264,6,12.669319856704954
4.094915062380423,6,10.498340336242903
4.941713361323833,6,8.6993738465965
5.963623316594643,6,7.208673266343243
7.196856730011514,6,5.973415004026104
8.68511373751352,6,4.949827172347967
10.481131341546853,6,4.10163851324588
12.648552168552959,6,3.39879311086363
15.264179671752318,6,2.8163853477454404
18.420699693267146,6,2.333777363983085
22.229964825261934,6,1.933867746116439
26.826957952797247,6,1.6024855314761648
32.374575428176435,6,1.3278880542619216
39.06939937054613,6,1.1003448393242112
47.1486636345739,6,0.9117927987539564
56.89866029018293,6,0.7555505130284116
68.66488450042998,6,0.6260814721476423
82.86427728546842,6,0.5187978871133649
100.0,6,0.42989811972877023
0.01,7,5698.888828765782
0.012067926406393288,7,4722.343041259062
0.014563484775012436,7,3913.1354320799337
0.017575106248547922,7,3242.5913949946284
0.021209508879201904,7,2686.949924783089
0.025595479226995357,7,2226.5216361939447
0.030888435964774818,7,1844.9910624366987
0.0372759372031494,7,1528.8385098696565
0.04498432668969444,7,1266.8609820654165
0.054286754393238594,7,1049.775197000095
0.0655128556859551,7,869.8886301162312
0.07906043210907697,7,720.8269265342772
0.09540954763499938,7,597.3080231516832
0.1151395399326447,7,494.9549765527608
0.13894954943731375,7,410.140864208905
0.16768329368110074,7,339.8602629790837
0.20235896477251566,7,281.62275069811005
0.2442053094548651,7,233.36465703744543
0.29470517025518095,7,193.3759364937913
0.35564803062231287,7,160.2395722195865
0.42919342601287763,7,132.7813634450867
0.517947467923121,7,110.02831718856226
0.6250551925273969,7,91.174169847665
0.7543120063354615,7,75.55081691529305
0.9102981779915218,7,62.604638420125
1.0985411419875584,7,51.8768811740173
1.325711365590108,7,42.9874026630907
1.5998587196060574,7,35.62120054056431
1.9306977288832496,7,29.517250388345996
2.329951810515372,7,24.45925620884503
2.811768697974228,7,20.26798588686052
3.3932217718953264,7,16.794920025467704
4.094915062380423,7,13.916989099776224
4.941713361323833,7,11.532212437426987
5.963623316594643,7,9.556084491298773
7.196856730011514,7,7.918580350503468
8.68511373751352,7,6.561674378713814
10.481131341546853,7,5.437284051746951
12.648552168552959,7,4.505566133438145
15.264179671752318,7,3.7335048140923472
18.420699693267146,7,3.0937417816157944
22.229964825261934,7,2.563606768414503
26.826957952797247,7,2.1243142210880306
32.374575428176435,7,1.7602976265770243
39.06939937054613,7,1.4586579063363065
47.1486636345739,7,1.2087063321529252
56.89866029018293,7,1.001585766642215
68.66488450042998,7,0.8299568069221896
82.86427728546842,7,0.6877377098376231
100.0,7,0.5698888828765782
0.01,8,7298.775129540265
0.012067926406393288,8,6048.077261785052
0.014563484775012436,8,5011.695512644935
0.017575106248547922,8,4152.905266301476
0.021209508879201904,8,3441.274935270878
0.025595479226995357,8,2851.5876045181844
0.030888435964774818,8,2362.947459645995
0.0372759372031494,8,1958.0393350709903
0.04498432668969444,8,1622.5151439717683
0.054286754393238594,8,1344.4854478994837
0.0655128556859551,8,1114.0981496102002
0.07906043210907697,8,923.1893799252696
0.09540954763499938,8,764.994207651272
0.1151395399326447,8,633.9069214459224
0.13894954943731375,8,525.2823891187257
0.16768329368110074,8,435.2714554510743
0.20235896477251566,8,360.68454578947234
0.2442053094548651,8,298.8786421488207
0.29470517025518095,8,247.66362677724183
0.35564803062231287,8,205.22467442794124
0.42919342601287763,8,170.05794327616914
0.517947467923121,8,140.91728566232945
0.6250551925273969,8,116.77009033438836
0.7543120063354615,8,96.76069144117953
0.9102981779915218,8,80.1800476591555
1.0985411419875584,8,66.44061701990337
1.325711365590108,8,55.05553711754891
1.5998587196060574,8,45.62137293808971
1.9306977288832496,8,37.803820972856315
2.329951810515372,8,31.32586303544972
2.811768697974228,8,25.957950007761138
3.3932217718953264,8,21.509867672054465
4.094915062380423,8,17.823996391508544
4.941713361323833,8,14.769725793211526
5.963623316594643,8,12.238826535590148
7.196856730011514,8,10.14161515693892
8.68511373751352,8,8.403776104870962
10.481131341546853,8,6.963728333990211
12.648552168552959,8,5.770443156084378
15.264179671752318,8,4.7816360174581005
18.420699693267146,8,3.962268128288309
22.229964825261934,8,3.283304848618564
26.826957952797247,8,2.720686833886517
32.374575428176435,8,2.2544774821009543
39.06939937054613,8,1.8681564721065838
47.1486636345739,8,1.548034359172824
56.89866029018293,8,1.282767483859293
68.66488450042998,8,1.0629560047529913
82.86427728546842,8,0.8808108112010558
100.0,8,0.7298775129540265
0.01,9,9098.64427607112
0.012067926406393288,9,7539.525822141975
0.014563484775012436,9,6247.573583269222
0.017575106248547922,9,5177.006697653882
0.021209508879201904,9,4289.8891850311875
0.025595479226995357,9,3554.785669523565
0.030888435964774818,9,2945.647454098102
0.0372759372031494,9,2440.889474216194
0.04498432668969444,9,2022.62542214632
0.054286754393238594,9,1676.033938253703
0.0655128556859551,9,1388.8334099931049
0.07906043210907697,9,1150.8467678899137
0.09540954763499938,9,953.6408568751492
0.1151395399326447,9,790.2276039485411
0.13894954943731375,9,654.8163929222324
0.16768329368110074,9,542.6088715417815
0.20235896477251566,9,449.62891988993283
0.2442053094548651,9,372.58175493325064
0.29470517025518095,9,308.7371785229535
0.35564803062231287,9,255.83283169459176
0.42919342601287763,9,211.9940270426724
0.517947467923121,9,175.667318397271
0.6250551925273969,9,145.56545381666137
0.7543120063354615,9,120.62176128248876
0.9102981779915218,9,99.95235073573728
1.0985411419875584,9,82.82479306700529
1.325711365590108,9,68.63216618815876
1.5998587196060574,9,56.871548497179376
1.9306977288832496,9,47.126197643242364
2.329951810515372,9,39.05078308919423
2.811768697974228,9,32.35914918117676
3.3932217718953264,9,26.8141751047087
4.094915062380423,9,22.21937241057686
4.941713361323833,9,18.411922365391277
5.963623316594643,9,15.256906402443006
7.196856730011514,9,12.64252522650477
8.68511373751352,9,10.47613715957621
10.481131341546853,9,8.680975344717226
12.648552168552959,9,7.193427480729628
15.264179671752318,9,5.960781693960891
18.420699693267146,9,4.939358671265195
22.229964825261934,9,4.09296386548102
26.826957952797247,9,3.3916049266862194
32.374575428176435,9,2.8104289108768765
39.06939937054613,9,2.328841605619987
47.1486636345739,9,1.9297777656203017
56.89866029018293,9,1.5990963986969238
68.66488450042998,9,1.325079673878159
82.86427728546842,9,1.0980176952157783
100.0,9,0.9098644276071121
0.01,10,11098.498527256212
0.012067926406393288,10,9196.69059414922
0.014563484775012436,10,7620.771195022405
0.017575106248547922,10,6314.896974334471
0.021209508879201904,10,5232.793739104174
0.025595479226995357,10,4336.116713747915
0.030888435964774818,10,3593.0917771016125
0.0372759372031494,10,2977.389533298847
0.04498432668969444,10,2467.192318741272
0.054286754393238594,10,2044.4210841675456
0.0655128556859551,10,1694.0947560671748
0.07906043210907697,10,1403.7993761460846
0.09540954763499938,10,1163.2482075813675
0.1151395399326447,10,963.9172202484659
0.13894954943731375,10,798.7430381890684
0.16768329368110074,10,661.8726459633649
0.20235896477251566,10,548.4559846277493
0.2442053094548651,10,454.4740878906843
0.29470517025518095,10,376.5966683803403
0.35564803062231287,10,312.06410753452116
0.42919342601287763,10,258.5896673758281
0.517947467923121,10,214.2784590058767
0.6250551925273969,10,177.56029643365855
0.7543120063354615,10,147.13405638568653
0.9102981779915218,10,121.92157246479273
1.0985411419875584,10,101.02942987802919
1.325711365590108,10,83.71730691405807
1.5998587196060574,10,69.3717413371917
1.9306977288832496,10,57.48439209940845
2.329951810515372,10,47.63402606511973
2.811768697974228,10,39.47159144083316
3.3932217718953264,10,32.70784898051921
4.094915062380423,10,27.103122673329697
4.941713361323833,10,22.45880672504858
5.963623316594643,10,18.610327879651685
7.196856730011514,10,15.421313697929424
8.68511373751352,10,12.778760143714164
10.481131341546853,10,10.589027239132228
12.648552168552959,10,8.774520893268312
15.264179671752318,10,7.270943323469222
18.420699693267146,10,6.0250146368287885
22.229964825261934,10,4.992584835151866
26.826957952797247,10,4.137069341512489
32.374575428176435,10,3.428152610643011
39.06939937054613,10,2.8407138850522524
47.1486636345739,10,2.353937030596501
56.89866029018293,10,1.9505729081588064
68.66488450042998,10,1.616328143271939
82.86427728546842,10,1.339358634483923
100.0,10,1.109849852725621
0.01,11,13298.339206771894
0.012067926406393288,11,11019.572674661626
0.014563484775012436,11,9131.289256805321
0.017575106248547922,11,7566.57684949735
0.021209508879201904,11,6269.989221585549
0.025595479226995357,11,5195.581254343632
0.030888435964774818,11,4305.280857191126
0.0372759372031494,11,3567.5398674210487
0.04498432668969444,11,2956.2161280094115
0.054286754393238594,11,2449.647129471457
0.0655128556859551,11,2029.882389880746
0.07906043210907697,11,1682.0473721196759
0.09540954763499938,11,1393.8163985061828
0.1151395399326447,11,1154.9758853084934
0.13894954943731375,11,957.0624201823239
0.16768329368110074,11,793.062857654896
0.20235896477251566,11,657.165805415213
0.2442053094548651,11,544.5556952245439
0.29470517025518095,11,451.2421412646766
0.35564803062231287,11,373.91853916644675
0.42919342601287763,11,309.84489511665737
0.517947467923121,11,256.75073304433585
0.6250551925273969,11,212.75463936233137
0.7543120063354615,11,176.2975942989006
0.9102981779915218,11,146.08772738745114
1.0985411419875584,11,121.05453950237674
1.325711365590108,11,100.31096927989647
1.5998587196060574,11,83.12195973183445
1.9306977288832496,11,68.87841119730273
2.329951810515372,11,57.07559764435805
2.811768697974228,11,47.295281494359195
3.3932217718953264,11,39.190893200428626
4.094915062380423,11,32.47525041225497
4.941713361323833,11,26.91038155076119
5.963623316594643,11,22.299093186800288
7.196856730011514,11,18.47798241045521
8.68511373751352,11,15.311646581359689
10.481131341546853,11,12.687885280148837
12.648552168552959,11,10.513724440204662
15.264179671752318,11,8.712121773161265
18.420699693267146,11,7.219236743560018
22.229964825261934,11,5.982168353077994
26.826957952797247,11,4.95708057177809
32.374575428176435,11,4.10764899026228
39.06939937054613,11,3.403773649204683
47.1486636345739,11,2.820512434846676
56.89866029018293,11,2.3371972448824665
68.66488450042998,11,1.9367016057077355
82.86427728546842,11,1.6048337887457773
100.0,11,1.3298339206771896
0.01,12,15698.167139699517
0.012067926406393288,12,13008.172747376895
0.014563484775012436,12,10779.128335159132
0.017575106248547922,12,8932.04679260276
0.021209508879201904,12,7401.476021490142
0.025595479226995357,12,6133.179613665049
0.030888435964774818,12,5082.214961483226
0.0372759372031494,12,4211.340697927025
0.04498432668969444,12,3489.6970333660333
0.054286754393238594,12,2891.712226151195
0.0655128556859551,12,2396.1964373757182
0.07906043210907697,12,1985.590860171532
0.09540954763499938,12,1645.3455161274558
0.1151395399326447,12,1363.403670787877
0.13894954943731375,12,1129.7745982819217
0.16768329368110074,12,936.179555821119
0.20235896477251566,12,775.7584230254787
0.2442053094548651,12,642.8266107212097
0.29470517025518095,12,532.6736251728022
0.35564803062231287,12,441.3961497897476
0.42919342601287763,12,365.7597294891582
0.517947467923121,12,303.0841564424753
0.6250551925273969,12,251.14849580281575
0.7543120063354615,12,208.11238596032828
0.9102981779915218,12,172.4508245675707
1.0985411419875584,12,142.90012945074847
1.325711365590108,12,118.41315950936166
1.5998587196060574,12,98.12220883832147
1.9306977288832496,12,81.30825921041308
2.329951810515372,12,67.37550136810414
2.811768697974228,12,55.83022227614045
3.3932217718953264,12,46.26331019599437
4.094915062380423,12,38.33575764224516
4.941713361323833,12,31.76664851215519
5.963623316594643,12,26.323203707412404
7.196856730011514,12,21.81253251052894
8.68511373751352,12,18.07479742250765
10.481131341546853,12,14.97755025497344
12.648552168552959,12,12.41103877385157
15.264179671752318,12,10.28431758357138
18.420699693267146,12,8.522025439368772
22.229964825261934,12,7.061714790416699
26.826957952797247,12,5.851638925039829
32.374575428176435,12,4.848918304589407
39.06939937054613,12,4.018021109260804
47.1486636345739,12,3.329504153366527
56.89866029018293,12,2.7589695538768275
68.66488450042998,12,2.2862001813461457
82.86427728546842,12,1.8944432575715524
100.0,12,1.5698167139699513
0.01,13,18297.982866201786
0.012067926406393288,13,15162.491259896953
0.014563484775012436,13,12564.288800985933
0.017575106248547922,13,10411.307110996035
0.021209508879201904,13,8627.254393497451
0.025595479226995357,13,7148.912002750488
0.030888435964774818,13,5923.894264853297
0.0372759372031494,13,4908.792169725999
0.04498432668969444,13,4067.635154889116
0.054286754393238594,13,3370.6164737085105
0.0655128556859551,13,2793.0369810034977
0.07906043210907697,13,2314.4299086244164
0.09540954763499938,13,1917.8356170603493
0.1151395399326447,13,1589.200623600363
0.13894954943731375,13,1316.879611362598
0.16768329368110074,13,1091.222772675303
0.20235896477251566,13,904.2338641518397
0.2442053094548651,13,749.2868564998863
0.29470517025518095,13,620.8911384336362
0.35564803062231287,13,514.4969545925497
0.42919342601287763,13,426.3341830788612
0.517947467923121,13,353.2787396292042
0.6250551925273969,13,292.7418743969519
0.7543120063354615,13,242.5784385309679
0.9102981779915218,13,201.01086993906083
1.0985411419875584,13,166.56620464023567
1.325711365590108,13,138.02388167696583
1.5998587196060574,13,114.37249203296776
1.9306977288832496,13,94.77393893649871
2.329951810515372,13,78.53373955470083
2.811768697974228,13,65.07641570725495
3.3932217718953264,13,53.925101559103865
4.094915062380423,13,44.68464568240629
4.941713361323833,13,37.027608702298245
5.963623316594643,13,30.682660347250646
7.196856730011514,13,25.424964748704273
8.68511373751352,13,21.068213289098914
10.481131341546853,13,17.458022678972824
12.648552168552959,13,14.466464321264006
15.264179671752318,13,11.987531108575578
18.420699693267146,13,9.933381017491852
22.229964825261934,13,8.231224390156534
26.826957952797247,13,6.820744602648417
32.374575428176435,13,5.651960720472205
39.06939937054613,13,4.683456403477853
47.1486636345739,13,3.8809123007219144
56.89866029018293,13,3.215889930076059
68.66488450042998,13,2.664823948853683
82.86427728546842,13,2.208187106147685
100.0,13,1.8297982866201785
0.01,14,21097.786754314904
0.012067926406393288,14,17482.52851719233
0.014563484775012436,14,14486.770906997352
0.017575106248547922,14,12004.358014084852
0.021209508879201904,14,9947.32451113163
0.025595479226995357,14,8242.77856538948
0.030888435964774818,14,6830.318886451493
0.0372759372031494,14,5659.894381550887
0.04498432668969444,14,4690.030574392979
0.054286754393238594,14,3886.3599399382447
0.0655128556859551,14,3220.4040769417916
0.07906043210907697,14,2668.564564029578
0.09540954763499938,14,2211.2867398792205
0.1151395399326447,14,1832.3667757103133
0.13894954943731375,14,1518.3774859113912
0.16768329368110074,14,1258.1925301657404
0.20235896477251566,14,1042.59214698159
0.2442053094548651,14,863.9364476313431
0.29470517025518095,14,715.8946935354624
0.35564803062231287,14,593.2209639231797
0.42919342601287763,14,491.5682644608326
0.517947467923121,14,407.33448971018913
0.6250551925273969,14,337.53478103279906
0.7543120063354615,14,279.69575688991733
0.9102981779915218,14,231.76786754495075
1.0985411419875584,14,192.05276842106517
1.325711365590108,14,159.14313855885013
1.5998587196060574,14,131.87281161620277
1.9306977288832496,14,109.2754522817937
2.329951810515372,14,90.55031378373528
2.811768697974228,14,75.0338630966162
3.3932217718953264,14,62.17626837437881
4.094915062380423,14,51.52191543150227
4.941713361323833,14,42.6932628659446
5.963623316594643,14,35.37746372345024
7.196856730011514,14,29.315279636365847
8.68511373751352,14,24.291894604888657
10.481131341546853,14,20.12930290328868
12.648552168552959,14,16.680001373412974
15.264179671752318,14,13.821762589284885
18.420699693267146,14,11.453303677724165
22.229964825261934,14,9.490697317856107
26.826957952797247,14,7.864397741792798
32.374575428176435,14,6.516776351591301
39.06939937054613,14,5.4000796260564545
47.1486636345739,14,4.474736954971507
56.89866029018293,14,3.707958438162916
68.66488450042998,14,3.072572961829243
82.86427728546842,14,2.546065378888514
100.0,14,2.1097786754314902
0.01,15,24097.5790632351
0.012067926406393288,15,19968.284734044126
0.014563484775012436,15,16546.574831170194
0.017575106248547922,15,13711.199649348393
0.021209508879201904,15,11361.686496600234
0.025595479226995357,15,9414.779402848442
0.030888435964774818,15,7801.4889101915005
0.0372759372031494,15,6464.647402936157
0.04498432668969444,15,5356.883349496852
0.054286754393238594,15,4438.94267258616
0.0655128556859551,15,3678.297764754779
0.07906043210907697,15,3047.9948591715893
0.09540954763499938,15,2525.6989117507687
0.1151395399326447,15,2092.902149629216
0.13894954943731375,15,1734.268240582283
0.16768329368110074,15,1437.0888437499184
0.20235896477251566,15,1190.833284323464
0.2442053094548651,15,986.775394729446
0.29470517025518095,15,817.6842992733842
0.35564803062231287,15,677.5681850696366
0.42919342601287763,15,561.4619796742197
0.517947467923121,15,465.25141168972584
0.6250551925273969,15,385.5272198571309
0.7543120063354615,15,319.4643444733704
0.9102981779915218,15,264.72182023261763
1.0985411419875584,15,219.35982315269558
1.325711365590108,15,181.770932110163
1.5998587196060574,15,150.62316920814604
1.9306977288832496,15,124.81280058879844
2.329951810515372,15,103.4252251676607
2.811768697974228,15,85.70256536605051
3.3932217718953264,15,71.01681140568394
4.094915062380423,15,58.84756752250411
4.941713361323833,15,48.763611527601064
5.963623316594643,15,40.40761427063998
7.196856730011514,15,33.483477533665656
8.68511373751352,15,27.74584166831424
10.481131341546853,15,22.991391175218943
12.648552168552959,15,19.051650135220143
15.264179671752318,15,15.78701219550616
18.420699693267146,15,13.081793560774937
22.229964825261934,15,10.840133690113097
26.826957952797247,15,8.982598439090799
32.374575428176435,15,7.443365278008358
39.06939937054613,15,6.16789084333913
47.1486636345739,15,5.110978171089553
56.89866029018293,15,4.23517512369141
68.66488450042998,15,3.5094472580208307
82.86427728546842,15,2.9080781070736497
100.0,15,2.4097579063235104
